number,filename,sens,content,class
,非经营性互联网信息服务备案管理办法,22,"违反本办法第五条的规定，未履行备案手续提供非经营性互联网信息服务的，由住所所在地省通信管理局责令限期改正，并处一万元罚款；拒不改正的，关闭网站。
超出备案的项目提供服务的，由住所所在地省通信管理局责令限期改正，并处五千元以上一万元以下罚款；拒不改正的，关闭网站并注销备案。",惩罚
,非经营性互联网信息服务备案管理办法,23,违反本办法第七条第一款的规定，填报虚假备案信息的，由住所所在地省通信管理局关闭网站并注销备案。,惩罚
,非经营性互联网信息服务备案管理办法,24,违反本办法第十条、第十八条、第十九条的规定的，由违法行为发生地省通信管理局责令改正，并处一万元罚款。,惩罚
,非经营性互联网信息服务备案管理办法,25,违反本办法第十三条的规定，未在其备案编号下方链接信息产业部备案管理系统网址的，或未将备案电子验证标识放置在其网站指定目录下的，由住所所在地省通信管理局责令改正，并处五千元以上一万元以下罚款。,惩罚
,非经营性互联网信息服务备案管理办法,26,违反本办法第十四条、第十五条的规定，未在规定时间履行备案变更手续，或未依法履行备案注销手续的，由住所所在地省通信管理局责令限期改正，并处一万元罚款。,惩罚
,非经营性互联网信息服务备案管理办法,27,非经营性信息服务提供者违反国家有关法律规定，依法应暂停或终止服务的，省通信管理局可根据法律、行政法规授权的同级机关的书面认定意见，暂时关闭网站，或关闭网站并注销备案。,惩罚
,非经营性互联网信息服务备案管理办法,28,"在年度审核时，非经营性互联网信息服务提供者有下列情况之一的，由其住所所在地的省通信管理局通过信息产业部备案系统等媒体通告责令其限期改正；拒不改正的，关闭网站并注销备案：
（一）未在规定时间登陆备案网站提交年度审核信息的；
（二）新闻、教育、公安、安全、文化、广播电影电视、出版、保密等国家部门依法对各自主管的专项内容提出年度审核否决意见的。",惩罚
,工业和信息化部关于规范互联网信息服务使用域名的通知,1,互联网信息服务提供者从事互联网信息服务使用的域名应为其依法依规注册所有。,法规定义
,工业和信息化部关于规范互联网信息服务使用域名的通知,2,（一）个人从事互联网信息服务的，域名注册者应为互联网信息服务者本人。,运营者要求
,工业和信息化部关于规范互联网信息服务使用域名的通知,3,（二）单位从事互联网信息服务的，域名注册者应为单位（含公司股东）、单位主要负责人或高级管理人员。,运营者要求
,工业和信息化部关于规范互联网信息服务使用域名的通知,4,互联网接入服务提供者应当按照《中华人民共和国反恐怖主义法》《中华人民共和国网络安全法》的要求，对互联网信息服务提供者的身份进行查验。互联网信息服务提供者不提供真实身份信息的，互联网接入服务提供者不得为其提供服务。,运营者要求
,工业和信息化部关于规范互联网信息服务使用域名的通知,5,域名注册管理机构、域名注册服务机构应当按照《互联网域名管理办法》和电信主管部门的要求，建设相应的信息管理系统，与“工业和信息化部ICP/IP 地址/域名信息备案管理系统”（以下简称备案系统）进行对接，报送域名注册相关信息。,法规部署
,工业和信息化部关于规范互联网信息服务使用域名的通知,6,域名注册管理机构、域名注册服务机构应当进一步加强域名真实身份信息注册管理，不得为未提供真实身份信息的域名提供解析服务。,法规部署
,工业和信息化部关于规范互联网信息服务使用域名的通知,7,"互联网接入服务提供者在为互联网信息服务提供者提供接入服务时，应通过备案系统查验域名注册者的真实身份信息，不提供真实身份信息的或者提供的身份信息不准确、不完整的，互联网接入服务提供者不得为其提供接入服务。本通知施行前已在备案系统中备案的域名除外。
互联网接入服务提供者应当定期通过备案系统核查互联网信息服务提供者使用域名的状态，对于域名不存在、域名过期且未提供真实身份信息等情形的，互联网接入服务提供者应停止为其提供接入服务。",运营者要求
,工业和信息化部关于规范互联网信息服务使用域名的通知,8,电信主管部门要督促互联网接入服务提供者、域名注册管理机构、域名注册服务机构按照上述要求开展业务，依法处理各类违法违规行为，将处理结果纳入企业信誉管理档案，并向社会公示。,法规部署
